"","spends.totexp","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37","38","39","40","41","42","43","44","45","46","47","48","49","50","51","52","53","54","55","56","57","58","59","60","61","62","63","64","65","66","67"
"257","90","17.8990302787737","37.7723379953842","29.7907497822581","35.6882294550856","32.0704222030188","33.9827294364881","23.2596341850453","24.80138658291","78.4616030026585","32.5882516327838","19.412605389954","38.9796772984221","30.3419268660654","36.0536508948581","33.8182409063231","34.7867782462458","21.5385584124971","25.6958223531584","78.5678028533458","33.058735488935","20.1667382535844","38.699371755474","29.8850557373974","33.1302599730115","33.174260063912","34.7452604781795","20.169284380698","25.811932115197","79.02409905918","32.7136001260798","20.1144426540073","36.4931449044906","29.7982913739789","36.7711407109831","35.7348832197333","34.0342810587005","19.4547216831287","27.3683423879802","78.478996335946","33.5994521856524","19.760109615882","36.2029371048296","29.769493944265","34.1886171165709","35.7260178426344","34.0228326590887","22.0693058821822","25.2962255984474","77.6748681581029","31.3685301687485","19.3145297933603","36.5171734876287","32.2811213405443","37.6457814794609","33.2075582638611","33.9060159110558","20.5383887355501","25.1408612951975","79.566880471471","32.4075178871342","17.2085608947635","36.3990283804424","30.5445097884908","35.4074811575109","34.8273012119243","34.8818866294549","22.0114743397534"
"258","100","30.3361916169531","20.3450181522649","38.6600944004594","29.23904529969","35.8518814146575","35.3353334025704","34.0601080057892","20.2974193440854","26.468387170552","80.294515485794","32.8775844208936","20.7633030074986","35.8870194575871","31.9207600233226","36.1952364219649","36.3285083919233","34.4780155099171","20.1398893576784","24.2523518477433","78.4696188075432","33.7166345990566","19.5159656893262","37.3975375519156","29.5284716196058","34.7273411590303","35.0939187864905","34.3326312228697","20.3781411692995","28.3080023000284","79.568638965914","32.6517266105548","20.774044483498","37.1035191116811","29.6732756426244","35.5995551530332","33.9970163635912","34.0527060596546","22.3557611355719","28.0380525544566","80.0840683563675","31.8439923416771","19.7968998522142","37.9985870940865","28.9985710455067","35.5167502329447","33.2385759032898","32.7976361775323","21.0247716497127","25.7679462974562","79.6819733892361","32.5588426619687","19.4163260470964","35.9841535052447","29.6135824259187","35.1292767669042","34.8263587731237","33.5959838647527","20.0105995507131","25.5263224489848","77.3856967458341","32.1281951786421","19.5598546423423","35.5798165632363","30.2318347677497","37.3629952683695","34.222489718483","32.5644865403429"
"259","160","76.9600984902242","32.1105401990657","18.6633968595477","37.0641657092035","31.3607006518611","36.9750391785095","35.6102230732146","34.8454212346924","21.3165874796674","25.2115799974821","79.4698053154756","32.2458274288346","19.037108161844","37.3049098262081","31.1203772349945","34.5780564004058","34.3191335433008","33.5161706600786","21.7801318208761","25.2032158344265","78.1720223919318","33.3679352605362","18.6613187804064","35.6896995693834","30.4530871638062","36.1571698746568","33.3128709485429","33.8113595345401","22.0493902750915","26.8077398581379","79.7337676789058","34.3836694773625","18.3998963734242","37.4437315391073","29.8863831105045","35.296857753244","34.7850158010663","32.5593371204723","21.1439916206899","26.0219529096366","80.6070407273027","32.4870024135829","18.9028233641599","36.6325398667552","29.5152028226031","35.7003252690717","35.8531640451702","34.1048960811335","21.4534938649165","25.5158400850078","77.6318227760704","32.6792395848835","18.9929251810847","36.6290937174661","30.4790585997742","34.7455426798506","36.8732056173922","35.7534592885558","21.9173743059421","26.5377504061702","79.5745399514569","32.026543491684","18.6592044188002","36.3954516857631","30.1970348011015","35.0365828438675","36.7842248090373"
"260","150","26.0247824834874","78.3286168152867","32.0514416737025","21.5066349691633","37.4744680779222","29.0369061790527","35.4706472544174","34.8582640813321","34.8721389173419","21.7425283488197","25.9115303033421","78.7787867805152","32.2159220051051","19.8703381188637","37.4136045131499","29.4756575193206","35.0167814416174","35.3482936720774","34.8391119122656","20.9377731746569","26.1836084268853","79.1423510133734","32.2937493660943","20.0296742262618","36.8283323118722","29.5184794762631","36.5197561340844","34.9923051381587","32.9253022639213","22.2222368115502","27.0692878193893","78.6451989323675","33.4048121908568","19.5245333645994","35.2064612109043","29.9106766269974","37.8714102770872","34.9355102494675","33.7895829320552","20.0079337266893","26.0308056310534","78.4402845195136","33.4799251079559","18.3736873411746","35.7101318024857","30.4539017080397","35.5497183769139","33.5555356079217","33.3222529292797","20.0962809338007","26.8215462992212","78.7420996812952","32.7908675649235","19.0973749128247","35.9246150349337","30.4051977980059","36.4292144164738","34.701215258301","33.7309506598438","23.708401412798","25.687665619237","80.2940561505223","33.4968578911425","20.8140443863829","35.7135938297377","30.6126940556346","35.5908344187605"
"261","100","22.3842357475916","25.9453178804771","77.8978776638456","33.027454133274","19.8051523276424","36.3198059202901","31.3275594679872","36.0470118370843","35.1828465844453","33.9295950749766","21.3830125181186","26.4081187566129","77.978556454699","33.2866468925857","18.6672991105099","38.1103171115607","29.5951037466844","34.9806069953786","33.2624316210689","34.8607629519116","20.608660859403","26.3752439276223","78.8973938334211","34.2507860784253","20.0221889338332","36.3373861307451","30.1876975774364","36.3242200090731","35.0692391556098","32.9814266226703","21.2390372597767","25.1609725002674","78.9792972178578","32.4951949086926","18.6082840276435","35.4969979167566","28.9203123626302","35.4282152226144","33.900369892837","34.8666811079603","20.3993496484791","28.5729824520815","78.6860696772829","32.0402675193684","19.9171407281178","36.3629641293417","30.4721781860628","35.6311716721146","35.7876469580297","34.2470357573691","22.4576864464324","26.1548672174765","80.3641104049338","34.7247164443719","19.611026239427","38.0314124554078","30.3404590260468","34.9054053932312","35.5955634249853","32.4913569760936","22.7590189437241","27.4723213613859","80.6536393269484","33.3957954521031","18.0626535690496","36.457465513687","30.0621175823154"
"262","120","32.5185364830839","20.6452082641534","26.2821069928654","77.437782903832","32.1893261861539","19.187114032002","37.4895761488798","29.1139891480298","37.5265167700479","34.47739709678","33.4309275663312","22.1393501222407","26.7863651072026","77.7134351438837","32.5677045392428","19.0103186938288","38.4294848246474","30.0783129380829","35.7827922368094","34.671791362556","33.9227843534031","22.3397084995519","24.5458750021508","79.4248943164177","32.629316108616","19.7952617450313","36.5850699541285","28.6369049328036","36.6683624198092","34.4952434955909","34.8446218838664","19.7236230417799","25.6925944316869","80.0620070078849","33.5810610228891","20.4563506157955","36.7271458351299","30.8765858372044","35.5930149990175","34.8874626419959","33.9151438820537","20.5717827533496","27.3194231497966","76.6572749716539","31.8744912874301","18.7523786691679","35.1218156017101","30.1021563221665","34.2108361279852","35.1712721267057","34.0110742998491","21.9028119476605","26.2869812269745","79.2563939561318","32.3464873389722","19.4961857414601","35.3596640786767","30.6155596768312","35.9937509900581","33.9507691861358","33.2479883240857","21.3752217957924","27.6892996312252","77.8266872810145","32.1488996196736","19.845696994437","38.0010417787883"
"263","60","35.0506118750481","33.9029685351066","21.9104307960309","28.2904041535787","80.628262096934","33.6640670578918","20.9628494398505","37.7212966502644","29.260711861176","35.0172549014531","35.6278588455906","31.7040931501429","21.27245144457","27.2486456699553","79.9185649549989","32.6585092780503","19.7981336028848","36.1869730542048","29.0612387448703","35.273229080331","34.2792575677673","32.4867515081373","21.7339807065263","25.9521232499915","79.3265919028786","32.374709954917","18.1458273846169","37.4202120745004","29.4442012263801","36.9961988418466","34.805567115988","32.6271244649","22.046912982612","26.2968653462909","78.4561868945715","31.9190506841665","19.0144209524028","36.2542972023077","32.0211016802196","36.5915402676498","36.4159055113492","35.382843832574","21.0805200717802","27.5280160296373","78.1659665659477","33.8383663521371","21.648289313596","36.7967580938526","30.8378641927342","35.862205863412","34.9088788412503","34.172371349431","21.800017080652","26.8396873505747","78.7817847120406","32.2261671205437","21.086421716687","36.9381478073364","31.1693417565798","36.1110004024655","35.189133966197","32.3779950467951","20.7989572395418","28.3603216690524","80.9484052151184","32.53795236981","20.3655777936928"
"264","40","34.5119503523718","35.5426269824682","33.5390586314926","20.9414837834756","26.4631584442434","79.0881078885496","32.662077149314","20.7695684389144","36.4560583333039","28.2464231026005","35.674751154657","35.2429509256382","32.3327337697549","20.5274420877191","26.643920827741","80.2909146813183","32.0897661011479","19.8512826269058","36.6116583657289","30.4779429387687","35.0576851492205","35.9076415641374","34.9001745200297","20.9336710823191","27.610996787122","78.2318011263614","33.9220360082478","20.7126588098763","37.4446716257261","30.3435888226969","35.8174122290076","33.6295782833973","33.0374320549385","20.4095689933164","26.4859225391711","78.3484273948386","33.3788024646902","19.8071789995023","37.2280596226582","30.4131441447952","34.9512024526861","34.5690523637809","32.4107399905156","20.911110355287","27.2565979051213","80.3998466738971","35.3044365430202","17.7286964181416","36.7327212826387","30.6845165858447","36.5195595261343","35.1560808898094","34.5640626891358","21.4346187192059","25.3546035119065","79.7557717171296","31.9483286047679","19.2792340662337","36.1947367159433","29.538379071134","34.9328278783564","33.8279254067033","34.7806173885343","22.7168247602984","26.1766095592652","78.6304899511326","33.1410189573156"
"265","80","29.8346630827152","36.2307901825107","33.597434076908","32.5554837388347","21.3012789211306","25.8960320207192","79.8723586863377","32.669853252237","19.5173467517443","36.4878992309502","29.8758671396931","36.530249595665","34.3186650221596","34.1955985925441","20.7771929468311","26.2269148964319","78.5209574760229","32.978481632382","19.1419942149648","35.2860023968587","30.3105969880461","36.1389773246836","34.051240122193","34.0104113543178","23.0903081912889","26.6576067676019","79.517020821038","30.8950208162222","20.3737596669401","36.8905789570181","29.7023601167796","35.7171152985796","34.3444074636367","33.6409207524756","21.1383831572897","28.2239263062186","78.2346099810111","34.5081668473243","20.0193026070193","37.4282491420824","30.7066197440862","34.3994034417275","34.952722188767","33.7305639817529","21.8248314389273","28.5863449746033","81.3035892701872","33.3053057444238","19.7684963025805","36.8627820626981","31.400340991975","35.964792138112","35.4933282844035","34.1492043920971","21.8469136488634","27.1589837152732","80.1248234531309","34.3328753838384","19.5055930362557","36.6717173684657","28.7797396089815","34.7827881233682","34.2702623124084","31.3606651382997","22.1769127346815","24.8069138560323","79.4472885031191"
"266","100","37.2681941015491","29.1678422057075","34.0373443436793","35.260729558825","34.1128921906647","21.3689810277703","25.8889164415372","78.2405800454875","32.6204578001236","19.0790732282661","38.2690067204331","29.5472802253867","35.5189469192933","36.989240701441","33.5225175211274","23.1790868917446","25.2072042174128","79.8336970823683","33.2360473331258","20.5773829361641","37.528864155551","31.1406127001222","36.0340757110977","35.9076299596719","33.7478249933326","20.9216906809321","25.6279517195375","78.5213578050568","33.2727968900937","21.9414753959539","36.9072510027754","29.8537507081083","34.7255080583788","36.5479407455065","33.685827449806","22.3238370971918","26.5585140928377","79.2780590621496","33.3077088505449","19.7138315009677","34.6901118777897","30.96205239924","34.9868880446891","35.6056276268894","33.4391352505258","19.5072922121659","24.0222729435205","80.6603844039938","32.1413087210265","20.9361546987061","38.1626010454019","30.222376860266","35.3860239666269","37.2159141908014","34.3143467676697","23.0348348258153","27.2284568579956","80.1952393872508","34.2273815384241","21.3773422347444","37.4567425233096","30.7582287774476","35.4727651169626","35.5569921742377","33.3617245834859","21.5031415996074","24.6509760992985"
"267","80","18.8091110261904","36.8880957807059","31.023230616882","36.5579283942655","33.9056242226926","33.985345812652","20.3802222235147","26.7406904742262","79.4865666648283","32.6593906925445","20.403890418896","36.7068550914294","30.8741250176228","35.4417629914805","35.4854407301628","34.2359186423348","19.8892833837841","27.2157258321619","78.8258065696656","32.8060242606577","21.4277738015931","36.5264435570225","30.04832559436","35.9247067327645","35.1051330345287","34.634275581727","22.1692372535197","29.0468148071537","79.1372655008764","32.3911363480593","19.3321586063605","36.9455002629781","28.0605749806685","35.7477657231638","35.6779101622593","33.6416724977532","20.2623092430204","25.5968325487047","78.3729254186123","33.3509285097432","19.2489332815004","37.2945020681067","30.3463800040953","35.4128661209367","34.4585124757633","34.4549026346977","20.8760043887055","28.9223989537783","78.6797378736145","31.7541554585431","17.6869718042304","36.1032273949255","30.4245323257795","34.9608147831395","36.1579112259644","34.7019028069128","21.4171693283796","25.3806307959666","77.7981005970935","32.1604493187621","20.0015588900721","36.8735520119074","30.1834914135943","34.3634635559936","34.59117142859","32.9688193696972","21.3972165960871"
"268","90","34.542211500767","18.8884262124443","34.6285322505944","30.5857274160622","35.1917193980507","35.9413752698265","34.1965681333686","22.1735990281085","27.0252093479349","78.9042898619902","34.7502505290488","18.6076387563024","39.8193161078414","30.1995270905428","36.212682592211","36.4980727938453","32.9564037586515","20.1558318092516","25.5230690037611","77.8487738235371","33.8262437875518","19.2172653299355","34.7625885591723","29.7450590189592","34.296899668411","34.7148402830302","32.4981221071539","21.8595150024401","26.7740154035393","79.5264799220147","33.1330663931425","19.8719451949985","37.4393873918007","30.0652387216747","35.9729100208067","36.459705231304","32.6092376300416","20.3051827946308","26.8517943899017","79.0708771329575","36.8377125214978","20.7182038651146","36.7620129404362","29.794055296473","37.4783536258688","34.0100895927637","34.5847846533974","23.4408970038158","25.143275822583","78.7066087668146","32.3683518291892","19.0004126635651","36.0362171155521","31.4479401877765","35.4730501673474","34.7999754071935","32.9457272730743","22.232581402901","26.4041061651031","80.1446055094832","34.7411557201438","20.2916732889685","36.7834599993948","30.6717616086713","35.7864938671087","34.3189538668414","32.9928993096056"
"269","110","79.4398244460946","31.6734158230504","18.059141106978","37.0525699467828","30.3897125272259","35.5705457747416","35.7099904972251","34.8221091297712","20.7064244787374","25.429499754726","80.2505960446723","34.2251278599738","18.7273084130335","37.0889211294439","30.3403074146403","35.6648293850465","33.1112160069602","32.7689865131428","21.4360421798767","26.6027162918799","78.0835881290346","33.0897870999856","19.5435513313788","36.8273446495814","29.4977579452577","35.1825125192577","35.519672816635","34.5361150237659","23.5015411053847","26.3632876982334","78.8774995273742","32.3621007247276","18.8586788162634","36.9934332794803","28.5194310637298","35.3637116308817","33.6005773835922","35.2616279350597","21.3652361167203","26.2438383404464","78.2904736270259","34.231723795687","20.1144709553632","36.8333484067132","32.0265551757626","34.9969986681055","34.1936309503083","33.5181034968688","20.12439595805","27.2007885072772","79.8382822445791","32.9110715691525","18.0021299953991","35.1100229470516","30.7574436945622","35.2005736475068","34.5310431608693","33.6256835674147","20.6389022657405","27.6257938840542","79.929730191887","31.5951231318542","21.0360306072892","39.0115200309998","30.0346048198844","37.6157968221706","33.6624178632769"
"270","70","26.1951328131473","79.4180621442007","32.0375938630328","19.5700073859738","39.0129817109494","30.5099678722794","33.8642412839397","33.6400337467579","34.4485635728268","22.0168897763672","25.5915872829818","78.3388531695753","31.3967901225951","19.1854839299507","38.0999060167087","29.1798527511886","33.8101179470793","36.2285308219106","34.7004602129911","21.8983221343212","24.7597011162815","79.22886348154","33.3855834480936","19.9562478547791","37.2056601009288","30.1822673193411","35.2774555861332","35.3544574518263","33.2211792787539","20.5979161867967","27.0199973655993","77.9005117308526","32.8476490689239","21.038683593825","36.4031525549437","29.0084263746938","36.5449929413621","35.1172510614068","34.3508514725676","20.6587195956108","25.9943866087339","78.1332631374941","32.1123436429945","20.7348911888088","37.5647287590824","29.5548294957466","37.1203328805743","35.9974730060912","31.702226543447","20.6214304238464","24.9772603018589","79.7782622378817","30.7655372196709","19.1179500618619","35.7471082250905","30.2607393103014","34.7108296371345","35.044770345022","34.2421472641392","22.1198063843769","26.464315007017","79.9094491595489","31.7931578759166","18.9334352934499","36.9604578467245","30.8187396040456","34.8229525079674"
"271","90","20.6662279084065","25.4010236540662","77.209436632873","33.2247088383464","20.5375303004573","37.4031955775343","30.4345320854077","35.019757197746","34.1018658836579","31.610759629142","20.6389373540951","25.7582533931198","78.4117843298694","31.5859282984929","20.5471266086959","36.3844413116871","31.7924681257359","37.5745781163236","33.7544602398878","34.469850320669","21.754768556517","25.5141710381471","80.5962373494191","33.9519025014199","19.7869710126699","36.8661633537427","31.1738263572542","35.3538178870492","35.5006497895408","33.2299051814949","19.950877981104","26.0715023198224","78.1797853934426","32.5440714204272","20.8200914082625","36.3625466070264","31.286751751547","37.6624353787755","36.2536983473493","34.3487487024149","22.2528377621414","25.7127265875566","79.2435185900392","32.6887792900757","18.3780996044404","34.0050166187772","29.4292734792376","35.1743608105552","35.2974787275023","34.0219945722566","21.3058697844572","28.0908627272092","77.5902609435094","33.3227386813333","18.5415392363281","35.7406626786944","31.6178841855036","34.1507517197782","35.6892778372346","36.1955581536575","22.3172734436469","27.3008952588406","78.7777728209874","31.6480221030708","19.6279229899909","36.2169212766174","27.7486083941711"
"272","50","32.5046053222876","21.8687340762342","24.551250225843","78.6969279710132","32.9266782949574","19.0339114278896","37.4505297262333","30.3551482620561","35.9777069944651","35.4305760690613","35.1050451894007","20.8237541621217","25.2734231310292","78.6338303392319","34.5802899474441","19.9795809489541","34.7357007059452","30.5906809189862","37.1383180193735","34.8893952393064","34.8147080937742","21.6526630222564","25.801642637229","80.6341574894919","32.8693912126377","18.2456739307642","37.233721871093","31.2648023783381","35.5117157220363","35.1561256978442","34.8885548425547","21.4628750851292","26.435624490803","80.0398797218664","32.8183288471337","18.9546147958209","37.8761891249255","31.1715342415762","33.8623307535737","34.0437927773726","34.4854015407202","20.0396836391788","25.5597772404747","77.1307842859535","32.1143607308607","17.9212924219338","37.2678704673535","30.6873801730126","35.366682569024","34.9502146330014","33.9564421095008","20.5916619316714","27.3563981208721","78.2961773006838","32.0188441353878","20.0047138119302","37.8497208079693","29.0877878698755","36.0436406339332","34.1986854284091","32.344459416962","20.2544893544893","26.4955548075535","79.4755949324754","32.8191904293853","19.9590305810476","36.9923899155633"
"273","120","34.4944818205613","32.1226385487562","20.4928969135622","24.9974696913646","78.4441209384113","33.328942977859","19.3473618493345","37.1162701679091","29.1055256507606","35.8293825485763","35.5741385535911","34.0638015742664","23.4749794903662","27.1988679039664","79.4216950132974","33.5198502101744","20.7691368998214","36.6456652549231","29.4749508189969","36.1891323178176","36.9078981299605","33.1429863868796","21.1814967237304","27.7283833781282","79.9099753995487","33.0602043393675","17.2468082162118","34.8125966558079","31.576789594045","35.7953840101475","35.0270882383206","34.1831857356912","21.5883404858234","27.485300129724","77.9430557688822","32.8672865379582","20.5968048340451","35.6467405715681","30.1335683472907","35.279314537447","35.3359596117268","34.8361937697042","22.0069118517272","28.1216967424535","79.2105787763462","31.0378663001534","18.8271191020024","36.3113658065733","29.9226025450911","35.9235793328098","35.3988525769913","34.1670689982058","20.3756350507156","26.2378380526013","79.325507923635","32.5760890167075","19.2546042875274","36.7245434737457","29.8194943626718","34.6398184308376","34.9619065038048","32.331763900057","21.2989606444615","25.1850703376586","79.3698679110169","33.9240810207543","20.3145692342883"
"274","80","35.7695631539923","34.4628022306194","32.7778036715769","20.0962340780703","27.2718342344854","76.7675882956997","32.8873340623282","18.463364890646","35.43649714731","29.4478511560292","35.5069206648664","34.0520290809988","32.4908234320162","20.9076082527798","26.2416191405114","80.2917213921522","31.5013994246985","17.4939882084779","37.086292578856","29.5081467350456","34.3188900484158","35.8684957006655","33.6944206789775","21.3662583578057","26.6290960759186","79.5989306682448","34.5417926130965","20.1272859636632","36.8347028124338","31.7508025867966","36.3904930266068","34.5344068692607","33.6661853470408","21.8914536749551","25.9629701293284","77.5739549263446","33.308931489735","18.5684611508031","36.2155963496537","30.4916137904049","34.8780654101819","35.7607682401171","35.6332210671735","21.719033316379","27.5230666472769","79.0526915646675","33.1545093199069","19.7193863538245","37.6396342252984","32.2371860929567","35.3653552941171","35.9613769857845","34.3310390014899","20.9346288899252","26.5361434444866","79.0642482594775","32.6495829764163","19.0777490482511","37.3008408370807","30.582138734438","35.4667068173765","34.0791985674262","33.049529192925","21.0459149151427","25.9083989559644","80.5106719885099","33.9893236112744"
"275","70","30.5074247049911","35.0008429074358","34.0691873954106","33.206721145352","20.3879735675748","26.6961503432257","77.4326020203819","30.5952783229368","19.2422125032766","35.430018358538","31.1895741637207","36.7999246402323","35.959798573382","34.011530365596","20.7220032586597","27.1023351102537","78.7596621549008","32.063084919444","18.2165295878909","36.7195348836368","28.975859855316","33.638114647872","36.2485898143863","33.5712959001289","21.0096477896502","24.8245057823063","77.9117402692731","33.8151666615569","18.1623076398716","36.6668975168317","29.5768642696297","35.8040860077551","35.0374671532622","34.0066032907661","22.5222280358172","26.7848164142534","78.5373056609139","31.6300393498029","18.5385736622108","37.4594790694654","28.044496115234","35.1802716621908","34.1181767651647","34.0780753159128","21.8256628869336","26.8856444641199","79.6154029353395","33.518672006643","19.1859109365596","38.452463680233","30.829480102668","35.0948152680774","33.7342602445942","34.5019334523823","22.6344724090705","26.7309991255465","79.4131490263869","32.7300417824919","21.38671785492","35.5921114369425","29.7047903779589","34.1352757086223","34.5577910427283","32.7887103461636","20.1972061532025","25.4468767389168","80.3123575012182"
"276","150","36.6837717113982","31.7719228497792","35.7860771195467","34.4714529330401","32.5431628334824","20.7671414689876","25.6514554483066","77.5331590573237","33.6064125659791","19.20310828243","36.4979616904044","30.2801566448675","35.3621637645859","34.3344849729707","34.0332303964191","21.6666275984543","27.0684104813356","78.4642463635678","33.0278416962215","19.1020592641439","36.7228891358873","28.2541326930816","36.6725559611055","35.6487318732531","34.2224704205781","20.5609476806299","26.9726897849892","79.1231973987447","33.4015980435331","19.8772139979032","37.8331225740471","31.2820412762937","35.9733808032162","33.7271398175251","35.4269047638959","20.2053076989216","26.6442417147011","79.9925721132504","31.9645679337069","20.0968390812814","38.8009378300078","29.0658592394814","35.4774037982203","35.4050637558208","33.5117878718151","21.1739556193228","27.8137250611372","79.7114125511462","33.6465627591392","19.4279333603706","35.1530220406769","29.5685764369536","36.7878017731235","35.1102409017375","35.8088356997186","20.111235517825","26.6205127904642","80.449159280489","35.0310573825154","19.8860190244599","39.2965912989446","29.129453784768","37.2356361063198","35.59324429083","32.6937338974131","21.1372624979923","27.653271957803"
"277","100","22.6553800313994","36.1764234129021","28.9799463147409","35.0598987482649","34.0621802800631","32.529867126877","20.5704323503312","25.1873212329653","79.008102563402","33.0639407226774","17.8664108694151","39.0755809001089","29.626351508805","35.0256603063133","35.3595985648238","33.5561047186764","21.064415666524","25.4405705954788","78.8615172521258","34.9451681141456","18.7063312161913","37.8483507846275","29.7744524532635","34.1893062715554","35.5892923600773","31.7005956359758","21.6012560764622","28.4149105947855","79.2953592184813","32.8792053343988","18.8038832168778","38.2384389907594","29.6585034109837","32.9657542667851","35.6691378957637","33.829707566907","20.4313158637283","27.6821932568662","81.4189955667409","31.8935899539588","20.4731269752668","36.0824566803585","30.0420710568893","36.2101324804649","34.8610925353404","34.0594889353859","21.9169914603269","28.5560439975537","79.5894383965237","33.6435471137021","20.037989344198","36.1693626512571","28.6389047685096","37.4590748440316","35.7789859129997","33.1581040360399","20.9275655871583","27.797273118288","78.2329101091369","34.786060096547","20.6095122714713","37.1886909224338","29.9619294901476","35.942853497311","34.9817215035776","34.1575213842078","19.8296094438906"
"278","70","32.9733159303006","21.1508960376162","36.0235571037007","28.9082594341696","36.8076679649538","33.6053817971644","32.5867441821494","21.7837925708362","26.3548726481661","78.8952241156455","32.6073922924634","19.1464906852128","36.8164751740571","30.1729192910957","36.1841889359699","33.51141736382","33.2272931769976","22.2634737618004","25.6370535412438","79.6567659196444","32.4312702070256","18.3152093331326","36.5526321470033","29.8696927542841","35.5954476182687","36.1853207140133","34.3581764324469","21.0587363647504","25.6484598099434","80.4221725479855","33.2451627049703","20.2435817975972","37.7648196999751","29.5106026132026","36.5587240532675","33.8214255986628","33.7343178473561","19.8681853351252","26.421973023664","79.7743492097375","35.1335323490616","19.9487810372615","37.2232920023231","30.3158713339898","35.898959121921","36.2600680251514","32.5225737095188","22.0688090343219","26.3807003620635","78.7800526446771","31.8828441234624","19.1863959619029","37.1802385929872","30.8382181688651","35.4190367419305","34.5039035962257","34.0654229451287","23.31112815477","27.2413552368792","76.6690162523596","33.7095060957456","19.8199868067325","36.2754595229632","29.2007455606787","34.8528816094761","35.6601671478607","32.139081066134"
"279","60","77.8848977850567","33.0118288479483","19.6810418202395","36.0980082575459","29.186701677885","35.8047659211434","34.2142524513956","33.9631064454836","21.3536087270211","28.0605863725905","78.5151589372984","33.2267228973698","18.4129449638419","37.3471023211363","30.0326079268206","35.5120523109304","36.0709574261052","33.6069318523644","19.495729564171","28.5578823514213","78.0252989888057","33.0875254614209","19.4128076664253","37.2589086687118","30.6190016236228","36.0646395509747","34.2650244636051","33.5745082839412","22.0459555374165","25.5117971531813","78.2715889211608","33.1621983559196","20.0868228830419","37.0730681035347","29.7375316769555","35.4761653701503","35.3524363697965","32.9142673339283","22.560557966375","27.4143570074104","77.7423370811263","33.6713645841716","19.9358052342507","37.2693311716765","30.9223039591157","35.5297160525809","34.2772417934122","33.8942210886661","19.8833885383607","26.444705077865","80.0995821847438","33.7862158631647","18.5250832971331","36.5866843825139","31.244553179663","34.134273224346","35.4664722297709","35.2464211205398","19.8875604997912","27.8051879029212","78.2411158859577","33.8069422929124","21.2995266310857","38.5782396993298","28.4057746828697","34.7792005968255","35.6688300164956"
"280","130","26.8788709509392","78.827807994348","33.0256108503306","20.9493515316138","37.8836659896718","28.2231668732171","34.4480689121935","36.7041276539476","32.8521553013876","24.433694179404","27.6302867759448","78.191159621091","33.3190971022235","19.6928900033049","37.1197961352904","29.15998515084","34.502083858672","35.4584010455059","32.7218356077182","21.8269880575799","27.7930873930988","79.0594208497681","33.1553696208122","18.6739033057394","36.3307092519905","29.1684486488346","36.5659445130476","34.0446693124974","33.9797821468914","19.3937631910944","25.2815125856344","79.3527138067","31.4674024483544","17.9983804001603","37.8512364497293","28.9504965943747","35.3268463352574","34.08085964712","34.5121773114758","20.5562463829043","26.4245315296538","78.6281864587972","31.5083032654521","19.5805754962446","38.536065263277","29.3822952500114","35.0462228668895","35.2974079288944","31.7049294194524","19.4100269034537","26.7687361734433","78.210576861597","33.1549520896714","19.8819769934955","36.2913946123766","28.4531715181694","35.010985335017","36.2688819421294","32.4394370020115","21.9651263471347","25.8910890850222","78.8049397222024","32.844603367699","18.5779323501192","38.3077558037159","28.996580400073","36.3657853708876"
"281","190","19.8576602838453","26.8934632412797","77.7258283008536","32.5402264290982","19.4606468269153","36.8586566469799","30.462384032071","37.1869227981888","35.1961332649987","32.6777604174955","20.3876978172388","27.3825908993854","78.8808099030969","34.7851239724895","19.9808457422792","36.5889527203225","29.3418720613872","32.7471384396839","34.2559486020604","33.5839816127594","23.5558036905574","25.037853202383","75.7980040874927","34.1241812453822","19.5897334534219","38.4700187835656","29.7357373828861","33.7806402648341","33.5636085035819","34.4278166874073","20.6503300813914","26.2350755200641","74.4674666148815","32.8375344488915","19.938268123693","37.2479381102609","29.4746428723801","34.617865499113","38.3834016767482","35.1537037804688","20.8376958341187","26.3188485820839","77.6136714044894","32.2213129092138","19.3783822875389","38.0787156930353","30.4453931413973","35.3495598228107","35.7528490347394","33.6111394042382","21.7630329033771","26.8263728637681","75.4739877559602","32.7986385598691","19.1461925108298","36.1258397246077","31.322191464276","34.948909152461","33.3560986495604","32.8731981030079","20.90819028849","26.9929074772852","76.0579143974875","32.7127828118898","18.0008496049116","36.514958592368","30.1350836964244"
